circuit,n,B,step,uvc_setup_ms,uvc_prove_ms,uvc_verify_ms,uvc_crs_g1,uvc_crs_g2,uvc_proof_bytes,uvc_peak_mem_mb,g16_setup_ms,g16_prove_ms,g16_verify_ms,g16_crs_g1,g16_crs_g2,g16_proof_bytes,nova_setup_ms,nova_fold_ms,nova_total_fold_ms,nova_compress_ms,nova_verify_ms,nova_proof_bytes
hadamard,32,64,1,785.20,72.11,4.02,18434,8163,128,19.3,29.20,9.66,4.33,354,98,128,1385.26,48.68,48.68,1243.91,40.12,12512
hadamard,32,64,2,785.20,72.47,4.04,18434,8163,128,19.3,41.24,10.45,4.04,547,162,128,1385.26,67.08,115.75,1243.91,40.12,12512
hadamard,32,64,4,785.20,72.58,4.03,18434,8163,128,19.3,59.26,16.59,4.15,1058,290,128,1385.26,73.22,271.45,1243.91,40.12,12512
hadamard,32,64,8,785.20,75.16,4.04,18434,8163,128,19.3,97.25,24.22,4.03,1954,546,128,1385.26,67.96,545.27,1243.91,40.12,12512
hadamard,32,64,16,785.20,73.99,4.03,18434,8163,128,19.3,155.18,44.32,4.03,3746,1058,128,1385.26,73.82,1135.86,1243.91,40.12,12512
hadamard,32,64,32,785.20,75.71,4.03,18434,8163,128,19.3,262.39,91.05,4.04,7330,2082,128,1385.26,70.87,2329.28,1243.91,40.12,12512
hadamard,32,64,64,785.20,75.50,4.03,18434,8163,128,19.4,461.32,179.35,4.05,14498,4130,128,1385.26,67.93,4697.82,1243.91,40.12,12512
mimc,270,16,1,857.23,199.25,4.27,21156,8405,128,19.2,59.66,75.70,4.21,1104,274,128,1364.56,24.63,24.63,1114.67,40.63,11520
mimc,270,16,2,857.23,201.38,4.16,21156,8405,128,19.2,96.38,129.23,4.09,2173,545,128,1364.56,53.64,78.27,1114.67,40.63,11520
mimc,270,16,4,857.23,193.57,3.94,21156,8405,128,19.2,159.84,211.12,3.93,4343,1087,128,1364.56,52.95,186.95,1114.67,40.63,11520
mimc,270,16,8,857.23,201.22,4.09,21156,8405,128,19.2,275.66,347.68,3.94,8683,2171,128,1364.56,54.35,403.35,1114.67,40.63,11520
mimc,270,16,16,857.23,201.47,4.14,21156,8405,128,19.3,469.11,610.74,4.21,17363,4339,128,1364.56,54.21,845.98,1114.67,40.63,11520
mimc,270,64,1,2812.19,510.18,3.95,86244,34421,128,93.8,59.66,75.70,4.21,1104,274,128,1364.56,24.63,24.63,1114.67,40.63,11520
mimc,270,64,2,2812.19,513.12,4.20,86244,34421,128,94.3,96.38,129.23,4.09,2173,545,128,1364.56,53.64,78.27,1114.67,40.63,11520
mimc,270,64,4,2812.19,512.21,4.16,86244,34421,128,94.3,159.84,211.12,3.93,4343,1087,128,1364.56,52.95,186.95,1114.67,40.63,11520
mimc,270,64,8,2812.19,518.78,3.94,86244,34421,128,94.3,275.66,347.68,3.94,8683,2171,128,1364.56,54.35,403.35,1114.67,40.63,11520
mimc,270,64,16,2812.19,513.37,3.95,86244,34421,128,94.3,469.11,610.74,4.21,17363,4339,128,1364.56,54.21,845.98,1114.67,40.63,11520
mimc,270,64,32,2812.19,513.65,4.07,86244,34421,128,94.3,858.45,1069.32,3.96,34723,8675,128,1364.56,54.70,1864.79,1114.67,40.63,11520
mimc,270,64,64,2812.19,514.42,3.97,86244,34421,128,94.3,1627.15,1889.53,3.96,69443,17347,128,1364.56,58.66,3701.91,1114.67,40.63,11520
scalable,1024,16,1,4585.52,692.29,3.96,79940,31779,128,58.5,237.26,295.92,3.97,4106,1028,128,1335.66,26.27,26.27,1087.18,36.07,11520
scalable,1024,16,2,4585.52,700.10,3.97,79940,31779,128,59.2,428.97,511.80,3.96,8205,2053,128,1335.66,55.59,81.87,1087.18,36.07,11520
scalable,1024,16,4,4585.52,700.75,3.96,79940,31779,128,59.2,754.08,884.71,3.97,16403,4103,128,1335.66,54.37,190.86,1087.18,36.07,11520
scalable,1024,16,8,4585.52,701.04,3.95,79940,31779,128,59.2,1383.63,1622.30,3.97,32799,8203,128,1335.66,56.22,414.86,1087.18,36.07,11520
scalable,1024,16,16,4585.52,701.30,3.96,79940,31779,128,59.2,2582.90,2916.38,4.15,65591,16403,128,1335.66,57.62,903.94,1087.18,36.07,11520
scalable,1024,64,1,15932.32,1890.47,3.94,325892,130179,128,392.1,237.26,295.92,3.97,4106,1028,128,1335.66,26.27,26.27,1087.18,36.07,11520
scalable,1024,64,2,15932.32,1900.56,3.94,325892,130179,128,392.1,428.97,511.80,3.96,8205,2053,128,1335.66,55.59,81.87,1087.18,36.07,11520
scalable,1024,64,4,15932.32,1903.33,3.94,325892,130179,128,392.1,754.08,884.71,3.97,16403,4103,128,1335.66,54.37,190.86,1087.18,36.07,11520
scalable,1024,64,8,15932.32,1905.71,3.96,325892,130179,128,392.1,1383.63,1622.30,3.97,32799,8203,128,1335.66,56.22,414.86,1087.18,36.07,11520
scalable,1024,64,16,15932.32,1905.47,3.95,325892,130179,128,392.1,2582.90,2916.38,4.15,65591,16403,128,1335.66,57.62,903.94,1087.18,36.07,11520
scalable,1024,64,32,15932.32,1906.09,3.95,325892,130179,128,392.7,4746.52,5328.50,3.95,131175,32803,128,1335.66,56.88,1835.82,1087.18,36.07,11520
scalable,1024,64,64,15932.32,1908.89,3.95,325892,130179,128,394.8,8915.14,9955.20,3.96,262343,65603,128,1335.66,56.48,3752.99,1087.18,36.07,11520
scalable,16384,16,1,55390.69,8482.42,3.95,1278020,507939,128,835.9,2586.15,2914.84,3.96,65546,16388,128,1744.23,47.96,47.96,1237.39,36.76,11896
scalable,16384,16,2,55390.69,8507.90,4.21,1278020,507939,128,835.9,4756.95,5332.25,3.95,131085,32773,128,1744.23,87.65,135.61,1237.39,36.76,11896
scalable,16384,16,4,55390.69,8513.37,3.95,1278020,507939,128,835.9,8873.54,9980.80,3.97,262163,65543,128,1744.23,103.40,354.74,1237.39,36.76,11896
scalable,16384,16,8,55390.69,8506.36,3.95,1278020,507939,128,835.9,16844.29,19044.04,3.96,524319,131083,128,1744.23,127.49,787.40,1237.39,36.76,11896
scalable,16384,16,16,55390.69,8516.16,3.95,1278020,507939,128,835.9,31641.51,35086.06,3.97,1048631,262163,128,1744.23,98.47,1590.87,1237.39,36.76,11896
scalable,16384,64,1,205733.52,26240.93,3.94,5210372,2080899,128,5453.9,2586.15,2914.84,3.96,65546,16388,128,1744.23,47.96,47.96,1237.39,36.76,11896
scalable,16384,64,2,205733.52,26062.29,3.94,5210372,2080899,128,5453.9,4756.95,5332.25,3.95,131085,32773,128,1744.23,87.65,135.61,1237.39,36.76,11896
scalable,16384,64,4,205733.52,26101.67,3.95,5210372,2080899,128,5454.0,8873.54,9980.80,3.97,262163,65543,128,1744.23,103.40,354.74,1237.39,36.76,11896
scalable,16384,64,8,205733.52,26165.75,3.95,5210372,2080899,128,5454.0,16844.29,19044.04,3.96,524319,131083,128,1744.23,127.49,787.40,1237.39,36.76,11896
scalable,16384,64,16,205733.52,26154.11,3.96,5210372,2080899,128,5454.0,31641.51,35086.06,3.97,1048631,262163,128,1744.23,98.47,1590.87,1237.39,36.76,11896
scalable,16384,64,32,205733.52,26144.16,3.95,5210372,2080899,128,5454.0,60130.77,65798.00,3.96,2097255,524323,128,1744.23,97.18,3241.79,1237.39,36.76,11896
scalable,16384,64,64,205733.52,26277.17,3.96,5210372,2080899,128,5486.0,114438.87,125739.07,3.96,4194503,1048643,128,1744.23,108.44,6436.85,1237.39,36.76,11896
